,cardName,winnum,losenum
32522,红汽水 浅浅,1,1
32523,刀 藏锋,1,1
32524,肥皂 滑滑,1,1
32525,刀 百炼,1,1
32526,电吉他 和鸣,1,1
32527,铅笔 追忆,1,1
32528,胡乱抓挠,1,1
32529,超电磁炮,1,1
325210,红汽水 满满,1,1
325211,海浪冲击,1,1
32530,羽毛球 拉丽,0,1
32531,纯净水 浅浅,0,1
32532,红汽水 浅浅,0,1
32533,刀 藏锋,0,1
32534,肥皂 滑滑,0,1
32535,刀 百炼,0,1
32536,茶壶 灵愈,0,1
32537,鼠标 点点,0,1
32538,胡乱抓挠,0,1
32539,爆裂药瓶,0,1
325310,电吉他 和鸣,0,1
325311,风暴针刺,0,1
32540,羽毛球 拉丽,0,1
32541,纯净水 浅浅,0,1
32542,红汽水 浅浅,0,1
32543,刀 藏锋,0,1
32544,肥皂 滑滑,0,1
32545,刀 百炼,0,1
32546,铅笔 追忆,0,1
32547,风暴针刺,0,1
32548,鼠标 点点,0,1
32549,超电磁炮,0,1
325410,魅惑,0,1
325411,海浪冲击,0,1
32550,羽毛球 拉丽,0,1
32551,纯净水 浅浅,0,1
32552,红汽水 浅浅,0,1
32553,刀 藏锋,0,1
32554,肥皂 滑滑,0,1
32555,刀 百炼,0,1
32556,铅笔 追忆,0,1
32557,风暴针刺,0,1
32558,巨雷枪,0,1
32559,超电磁炮,0,1
325510,鼠标 点点,0,1
325511,海浪冲击,0,1
32560,羽毛球 拉丽,5,1
32561,纯净水 浅浅,5,1
32562,红汽水 浅浅,5,1
32563,刀 藏锋,5,1
32564,肥皂 滑滑,5,1
32565,刀 百炼,5,1
32566,铅笔 追忆,5,1
32567,风暴针刺,5,1
32568,胡乱抓挠,5,1
32569,鼠标 点点,5,1
325610,红汽水 满满,5,1
325611,海浪冲击,5,1
32570,羽毛球 拉丽,1,1
32571,纯净水 浅浅,1,1
32572,红汽水 浅浅,1,1
32573,刀 藏锋,1,1
32574,肥皂 滑滑,1,1
32575,刀 百炼,1,1
32576,铅笔 追忆,1,1
32577,风暴针刺,1,1
32578,胡乱抓挠,1,1
32579,超电磁炮,1,1
325710,红汽水 满满,1,1
325711,海浪冲击,1,1
32580,羽毛球 拉丽,0,2
32581,纯净水 浅浅,0,2
32582,红汽水 浅浅,0,2
32583,刀 藏锋,0,2
32584,肥皂 滑滑,0,2
32585,刀 百炼,0,2
32586,爆米花 米莉,0,2
32587,风暴针刺,0,2
32588,自行车 闪电,0,2
32589,超电磁炮,0,2
325810,注射器 针妮,0,2
325811,鼠标 点点,0,2
32590,羽毛球 拉丽,1,0
32591,纯净水 浅浅,1,0
32592,红汽水 浅浅,1,0
32593,刀 藏锋,1,0
32594,肥皂 滑滑,1,0
32595,刀 百炼,1,0
32596,牛奶 银河,1,0
32597,鼠标 点点,1,0
32598,胡乱抓挠,1,0
32599,爆裂药瓶,1,0
325910,姨妈巾 玫瑰,1,0
325911,风暴针刺,1,0
32600,羽毛球 拉丽,0,1
32601,纯净水 浅浅,0,1
32602,红汽水 浅浅,0,1
32603,刀 藏锋,0,1
32604,肥皂 滑滑,0,1
32605,刀 百炼,0,1
32606,鼠标 点点,0,1
32607,风暴针刺,0,1
32608,电池 焦耳,0,1
32609,茶壶 灵愈,0,1
326010,铅笔 追忆,0,1
326011,电池 伏特,0,1
32612,红汽水 浅浅,0,1
32613,刀 藏锋,0,1
32614,肥皂 滑滑,0,1
32615,刀 百炼,0,1
32616,鼠标 点点,0,1
32617,风暴针刺,0,1
32618,电池 焦耳,0,1
32619,超电磁炮,0,1
326110,铅笔 追忆,0,1
326111,电池 伏特,0,1
32620,羽毛球 拉丽,0,1
32621,纯净水 浅浅,0,1
32622,红汽水 浅浅,0,1
32623,刀 藏锋,0,1
32624,肥皂 滑滑,0,1
32625,刀 百炼,0,1
32626,鼠标 点点,0,1
32627,风暴针刺,0,1
32628,时钟 晨曦,0,1
32629,超电磁炮,0,1
326210,铅笔 追忆,0,1
326211,电池 伏特,0,1
32630,羽毛球 拉丽,0,2
32631,纯净水 浅浅,0,2
32632,红汽水 浅浅,0,2
32633,刀 藏锋,0,2
32634,肥皂 滑滑,0,2
32635,刀 百炼,0,2
32636,鼠标 点点,0,2
32637,风暴针刺,0,2
32638,铅笔 追忆,0,2
32639,超电磁炮,0,2
326310,牛奶 银河,0,2
326311,海浪冲击,0,2
32640,羽毛球 拉丽,0,1
32641,纯净水 浅浅,0,1
32642,红汽水 浅浅,0,1
32643,刀 藏锋,0,1
32644,肥皂 滑滑,0,1
32645,刀 百炼,0,1
32646,鼠标 点点,0,1
32647,风暴针刺,0,1
32648,胡乱抓挠,0,1
32649,超电磁炮,0,1
326410,铅笔 追忆,0,1
326411,协力攻击,0,1
32650,羽毛球 拉丽,4,2
32651,纯净水 浅浅,4,2
32652,红汽水 浅浅,4,2
32653,刀 藏锋,4,2
32654,肥皂 滑滑,4,2
32655,刀 百炼,4,2
32656,鼠标 点点,4,2
32657,风暴针刺,4,2
32658,胡乱抓挠,4,2
32659,超电磁炮,4,2
326510,红汽水 满满,4,2
326511,海浪冲击,4,2
32660,羽毛球 拉丽,0,1
32661,纯净水 浅浅,0,1
32662,红汽水 浅浅,0,1
32663,刀 藏锋,0,1
32664,肥皂 滑滑,0,1
32665,刀 百炼,0,1
32666,注射器 针妮,0,1
32667,风暴针刺,0,1
32668,胡乱抓挠,0,1
32669,超电磁炮,0,1
326610,红汽水 满满,0,1
326611,海浪冲击,0,1
32670,羽毛球 拉丽,0,2
32671,纯净水 浅浅,0,2
32672,红汽水 浅浅,0,2
32673,刀 藏锋,0,2
32674,肥皂 滑滑,0,2
32675,刀 百炼,0,2
32676,蜡烛 热泪,0,2
32677,风暴针刺,0,2
32678,胡乱抓挠,0,2
32679,超电磁炮,0,2
326710,鼠标 点点,0,2
326711,海浪冲击,0,2
32680,羽毛球 拉丽,0,1
32681,纯净水 浅浅,0,1
32682,红汽水 浅浅,0,1
32683,刀 藏锋,0,1
32684,肥皂 滑滑,0,1
32685,刀 百炼,0,1
32686,蜡烛 热泪,0,1
32687,风暴针刺,0,1
32688,胡乱抓挠,0,1
32689,超电磁炮,0,1
326810,尖刺墙,0,1
326811,爆米花 米莉,0,1
32690,羽毛球 拉丽,0,1
32691,纯净水 浅浅,0,1
32692,红汽水 浅浅,0,1
32693,刀 藏锋,0,1
32694,肥皂 滑滑,0,1
32695,刀 百炼,0,1
32696,魅惑,0,1
32697,风暴针刺,0,1
32698,胡乱抓挠,0,1
32699,超电磁炮,0,1
326910,巨雷枪,0,1
326911,海浪冲击,0,1
32700,羽毛球 拉丽,0,1
32701,纯净水 浅浅,0,1
32702,红汽水 浅浅,0,1
32703,刀 藏锋,0,1
32704,肥皂 滑滑,0,1
32705,刀 百炼,0,1
32706,引力炸弹,0,1
32707,摩托 赤狸,0,1
32708,胡乱抓挠,0,1
32709,超电磁炮,0,1
327010,萨克斯 莉莉,0,1
327011,海浪冲击,0,1
32712,红汽水 浅浅,1,1
32713,刀 藏锋,1,1
32714,肥皂 滑滑,1,1
32715,刀 百炼,1,1
32716,引力炸弹,1,1
32717,鼠标 点点,1,1
32718,铅笔 追忆,1,1
32719,爆裂药瓶,1,1
327110,注射器 针妮,1,1
327111,风暴针刺,1,1
32720,羽毛球 拉丽,2,1
32721,纯净水 浅浅,2,1
32722,红汽水 浅浅,2,1
32723,刀 藏锋,2,1
32724,肥皂 滑滑,2,1
32725,刀 百炼,2,1
32726,引力炸弹,2,1
32727,鼠标 点点,2,1
32728,爆米花 米莉,2,1
32729,爆裂药瓶,2,1
327210,自行车 闪电,2,1
327211,风暴针刺,2,1
32730,羽毛球 拉丽,25,58
32731,纯净水 浅浅,25,58
32732,红汽水 浅浅,25,58
32733,刀 藏锋,25,58
32734,肥皂 滑滑,25,58
32735,刀 百炼,25,58
32736,引力炸弹,25,58
32737,鼠标 点点,25,58
32738,胡乱抓挠,25,58
32739,爆裂药瓶,25,58
327310,自行车 闪电,25,58
327311,风暴针刺,25,58
32740,羽毛球 拉丽,0,1
32741,纯净水 浅浅,0,1
32742,红汽水 浅浅,0,1
32743,刀 藏锋,0,1
32744,肥皂 滑滑,0,1
32745,刀 百炼,0,1
32746,引力炸弹,0,1
32747,鼠标 点点,0,1
32748,胡乱抓挠,0,1
32749,爆裂药瓶,0,1
327410,盔甲 怀抱,0,1
327411,风暴针刺,0,1
32750,羽毛球 拉丽,1,0
32751,纯净水 浅浅,1,0
32752,红汽水 浅浅,1,0
32753,刀 藏锋,1,0
32754,肥皂 滑滑,1,0
32755,刀 百炼,1,0
32756,引力炸弹,1,0
32757,鼠标 点点,1,0
32758,胡乱抓挠,1,0
32759,爆裂药瓶,1,0
327510,啤酒瓶 破碎,1,0
327511,海浪冲击,1,0
32760,羽毛球 拉丽,0,1
32761,纯净水 浅浅,0,1
32762,红汽水 浅浅,0,1
32763,刀 藏锋,0,1
32764,肥皂 滑滑,0,1
32765,刀 百炼,0,1
32766,引力炸弹,0,1
32767,鼠标 点点,0,1
32768,胡乱抓挠,0,1
32769,爆裂药瓶,0,1
327610,见证我！,0,1
327611,风暴针刺,0,1
32770,羽毛球 拉丽,0,2
32771,纯净水 浅浅,0,2
32772,红汽水 浅浅,0,2
32773,刀 藏锋,0,2
32774,肥皂 滑滑,0,2
32775,刀 百炼,0,2
32776,引力炸弹,0,2
32777,鼠标 点点,0,2
32778,胡乱抓挠,0,2
32779,超电磁炮,0,2
327710,红汽水 满满,0,2
327711,海浪冲击,0,2
32780,羽毛球 拉丽,1,0
32781,纯净水 浅浅,1,0
32782,红汽水 浅浅,1,0
32783,刀 藏锋,1,0
32784,肥皂 滑滑,1,0
32785,刀 百炼,1,0
32786,引力炸弹,1,0
32787,鼠标 点点,1,0
32788,海浪冲击,1,0
32789,爆裂药瓶,1,0
327810,电吉他 和鸣,1,0
327811,风暴针刺,1,0
32790,羽毛球 拉丽,0,1
32791,纯净水 浅浅,0,1
32792,红汽水 浅浅,0,1
32793,刀 藏锋,0,1
32794,肥皂 滑滑,0,1
32795,刀 百炼,0,1
32796,引力炸弹,0,1
32797,风暴针刺,0,1
32798,时钟 晨曦,0,1
32799,超电磁炮,0,1
327910,鼠标 点点,0,1
327911,电池 欧姆,0,1
32800,羽毛球 拉丽,0,1
32801,纯净水 浅浅,0,1
32802,红汽水 浅浅,0,1
32803,刀 藏锋,0,1
32804,肥皂 滑滑,0,1
32805,刀 百炼,0,1
32806,引力炸弹,0,1
32807,风暴针刺,0,1
32808,胡乱抓挠,0,1
32809,鼠标 点点,0,1
328010,电池 伏特,0,1
328011,海浪冲击,0,1
32812,红汽水 浅浅,0,1
32813,刀 藏锋,0,1
32814,肥皂 滑滑,0,1
32815,刀 百炼,0,1
32816,引力炸弹,0,1
32817,风暴针刺,0,1
32818,胡乱抓挠,0,1
32819,超电磁炮,0,1
328110,电池 焦耳,0,1
328111,协力攻击,0,1
32820,羽毛球 拉丽,0,2
32821,纯净水 浅浅,0,2
32822,红汽水 浅浅,0,2
32823,刀 藏锋,0,2
32824,肥皂 滑滑,0,2
32825,刀 百炼,0,2
32826,引力炸弹,0,2
32827,风暴针刺,0,2
32828,胡乱抓挠,0,2
32829,超电磁炮,0,2
328210,铅笔 追忆,0,2
328211,鼠标 点点,0,2
32830,羽毛球 拉丽,81,328
32831,纯净水 浅浅,81,328
32832,红汽水 浅浅,81,328
32833,刀 藏锋,81,328
32834,肥皂 滑滑,81,328
32835,刀 百炼,81,328
32836,引力炸弹,81,328
32837,风暴针刺,81,328
32838,胡乱抓挠,81,328
32839,超电磁炮,81,328
328310,红汽水 满满,81,328
328311,海浪冲击,81,328
32840,羽毛球 拉丽,0,1
32841,纯净水 浅浅,0,1
32842,红汽水 浅浅,0,1
32843,刀 藏锋,0,1
32844,肥皂 滑滑,0,1
32845,刀 百炼,0,1
32846,引力炸弹,0,1
32847,超电磁炮,0,1
32848,胡乱抓挠,0,1
32849,临摹,0,1
328410,精准爆破,0,1
328411,风暴针刺,0,1
32850,羽毛球 拉丽,1,1
32851,纯净水 浅浅,1,1
32852,红汽水 浅浅,1,1
32853,刀 藏锋,1,1
32854,肥皂 滑滑,1,1
32855,刀 百炼,1,1
32856,协力攻击,1,1
32857,风暴针刺,1,1
32858,胡乱抓挠,1,1
32859,超电磁炮,1,1
328510,鼠标 点点,1,1
328511,海浪冲击,1,1
32860,羽毛球 拉丽,1,1
32861,纯净水 浅浅,1,1
32862,红汽水 浅浅,1,1
32863,刀 藏锋,1,1
32864,肥皂 滑滑,1,1
32865,刀 百炼,1,1
32866,尖刺墙,1,1
32867,风暴针刺,1,1
32868,胡乱抓挠,1,1
32869,留声机 回音,1,1
328610,红汽水 满满,1,1
328611,牙膏 露洁,1,1
32870,羽毛球 拉丽,1,0
32871,纯净水 浅浅,1,0
32872,红汽水 浅浅,1,0
32873,刀 藏锋,1,0
32874,肥皂 滑滑,1,0
32875,刀 百炼,1,0
32876,尖刺墙,1,0
32877,风暴针刺,1,0
32878,胡乱抓挠,1,0
32879,超电磁炮,1,0
328710,红汽水 满满,1,0
328711,海浪冲击,1,0
32880,羽毛球 拉丽,0,1
32881,纯净水 浅浅,0,1
32882,红汽水 浅浅,0,1
32883,刀 藏锋,0,1
32884,肥皂 滑滑,0,1
32885,刀 百炼,0,1
32886,海浪冲击,0,1
32887,铅笔 追忆,0,1
32888,胡乱抓挠,0,1
32889,啤酒瓶 破碎,0,1
328810,自行车 闪电,0,1
328811,风暴针刺,0,1
32890,羽毛球 拉丽,1,0
32891,纯净水 浅浅,1,0
32892,红汽水 浅浅,1,0
32893,刀 藏锋,1,0
32894,肥皂 滑滑,1,0
32895,盔甲 怀抱,1,0
32896,尖刺墙,1,0
32897,铅笔 追忆,1,0
32898,胡乱抓挠,1,0
32899,鼠标 点点,1,0
328910,红汽水 满满,1,0
328911,超电磁炮,1,0
32900,羽毛球 拉丽,0,1
32901,纯净水 浅浅,0,1
32902,红汽水 浅浅,0,1
32903,刀 藏锋,0,1
32904,肥皂 滑滑,0,1
32905,盔甲 怀抱,0,1
32906,尖刺墙,0,1
32907,铅笔 追忆,0,1
32908,胡乱抓挠,0,1
32909,协力攻击,0,1
329010,红汽水 满满,0,1
329011,裂地斩,0,1
32912,红汽水 浅浅,1,0
32913,刀 藏锋,1,0
32914,肥皂 滑滑,1,0
32915,盔甲 怀抱,1,0
32916,尖刺墙,1,0
32917,铅笔 追忆,1,0
32918,胡乱抓挠,1,0
32919,协力攻击,1,0
329110,红汽水 满满,1,0
329111,接力,1,0
32920,羽毛球 拉丽,1,0
32921,纯净水 浅浅,1,0
32922,红汽水 浅浅,1,0
32923,刀 藏锋,1,0
32924,肥皂 滑滑,1,0
32925,见证我！,1,0
32926,时钟 晨曦,1,0
32927,超电磁炮,1,0
32928,胡乱抓挠,1,0
32929,风暴针刺,1,0
329210,尖刺墙,1,0
329211,海浪冲击,1,0
32930,羽毛球 拉丽,0,1
32931,纯净水 浅浅,0,1
32932,红汽水 浅浅,0,1
32933,刀 藏锋,0,1
32934,肥皂 滑滑,0,1
32935,奋力滋水,0,1
32936,摩托 赤狸,0,1
32937,风暴针刺,0,1
32938,鼠标 点点,0,1
32939,超电磁炮,0,1
329310,尖刺墙,0,1
329311,海浪冲击,0,1
32940,羽毛球 拉丽,0,2
32941,纯净水 浅浅,0,2
32942,红汽水 浅浅,0,2
32943,刀 藏锋,0,2
32944,肥皂 滑滑,0,2
32945,冰霜新星,0,2
32946,鼠标 点点,0,2
32947,风暴针刺,0,2
32948,胡乱抓挠,0,2
32949,超电磁炮,0,2
329410,红汽水 满满,0,2
329411,海浪冲击,0,2
32950,羽毛球 拉丽,1,0
32951,纯净水 浅浅,1,0
32952,红汽水 浅浅,1,0
32953,刀 藏锋,1,0
32954,肥皂 滑滑,1,0
32955,巨雷枪,1,0
32956,引力炸弹,1,0
32957,超电磁炮,1,0
32958,胡乱抓挠,1,0
32959,嗜血杀戮,1,0
329510,尖刺墙,1,0
329511,海浪冲击,1,0
32960,羽毛球 拉丽,0,2
32961,纯净水 浅浅,0,2
32962,红汽水 浅浅,0,2
32963,刀 藏锋,0,2
32964,肥皂 滑滑,0,2
32965,协力攻击,0,2
32966,铅笔 追忆,0,2
32967,风暴针刺,0,2
32968,胡乱抓挠,0,2
32969,超电磁炮,0,2
329610,红汽水 满满,0,2
329611,海浪冲击,0,2
32970,羽毛球 拉丽,1,0
32971,纯净水 浅浅,1,0
32972,红汽水 浅浅,1,0
32973,刀 藏锋,1,0
32974,肥皂 滑滑,1,0
32975,爆裂药瓶,1,0
32976,摩托 赤狸,1,0
32977,风暴针刺,1,0
32978,鼠标 点点,1,0
32979,有丝分裂,1,0
329710,尖刺墙,1,0
329711,海浪冲击,1,0
32980,羽毛球 拉丽,0,1
32981,纯净水 浅浅,0,1
32982,红汽水 浅浅,0,1
32983,刀 藏锋,0,1
32984,肥皂 滑滑,0,1
32985,爆裂药瓶,0,1
32986,英勇祝福,0,1
32987,风暴针刺,0,1
32988,协力攻击,0,1
32989,嗜血杀戮,0,1
329810,红汽水 满满,0,1
329811,海浪冲击,0,1
32990,羽毛球 拉丽,0,1
32991,纯净水 浅浅,0,1
32992,红汽水 浅浅,0,1
32993,刀 藏锋,0,1
32994,肥皂 滑滑,0,1
32995,爆裂药瓶,0,1
32996,尖刺墙,0,1
32997,铅笔 追忆,0,1
32998,胡乱抓挠,0,1
32999,超电磁炮,0,1
329910,红汽水 满满,0,1
329911,海浪冲击,0,1
33000,羽毛球 拉丽,2,0
33001,纯净水 浅浅,2,0
33002,红汽水 浅浅,2,0
33003,刀 藏锋,2,0
33004,肥皂 滑滑,2,0
33005,重新出发,2,0
33006,引力炸弹,2,0
33007,风暴针刺,2,0
33008,电吉他 和鸣,2,0
33009,超电磁炮,2,0
330010,鼠标 点点,2,0
330011,海浪冲击,2,0
33012,红汽水 浅浅,4,3
33013,刀 藏锋,4,3
33014,肥皂 滑滑,4,3
33015,临摹,4,3
33016,引力炸弹,4,3
33017,风暴针刺,4,3
33018,胡乱抓挠,4,3
33019,超电磁炮,4,3
330110,红汽水 满满,4,3
330111,精准爆破,4,3
33020,羽毛球 拉丽,1,0
33021,纯净水 浅浅,1,0
33022,红汽水 浅浅,1,0
33023,刀 藏锋,1,0
33024,肥皂 滑滑,1,0
33025,尖刺墙,1,0
33026,引力炸弹,1,0
33027,鼠标 点点,1,0
33028,胡乱抓挠,1,0
33029,超电磁炮,1,0
330210,红汽水 满满,1,0
330211,海浪冲击,1,0
33030,羽毛球 拉丽,0,1
33031,纯净水 浅浅,0,1
33032,红汽水 浅浅,0,1
33033,刀 藏锋,0,1
33034,肥皂 滑滑,0,1
33035,海浪冲击,0,1
33036,尖刺墙,0,1
33037,鼠标 点点,0,1
33038,铅笔 追忆,0,1
33039,超电磁炮,0,1
330310,注射器 针妮,0,1
330311,风暴针刺,0,1
33040,羽毛球 拉丽,0,1
33041,纯净水 浅浅,0,1
33042,红汽水 浅浅,0,1
33043,刀 藏锋,0,1
33044,肥皂 滑滑,0,1
33045,修建阵地,0,1
33046,引力炸弹,0,1
33047,风暴针刺,0,1
33048,协力攻击,0,1
33049,超电磁炮,0,1
330410,盔甲 怀抱,0,1
330411,海浪冲击,0,1
33050,羽毛球 拉丽,2,0
33051,纯净水 浅浅,2,0
33052,红汽水 浅浅,2,0
33053,刀 藏锋,2,0
33054,盔甲 怀抱,2,0
33055,奋力滋水,2,0
33056,风暴针刺,2,0
33057,铅笔 追忆,2,0
33058,超电磁炮,2,0
33059,重新出发,2,0
330510,海浪冲击,2,0
330511,注射器 针妮,2,0
33060,羽毛球 拉丽,0,2
33061,纯净水 浅浅,0,2
33062,红汽水 浅浅,0,2
33063,刀 藏锋,0,2
33064,啤酒瓶 破碎,0,2
33065,刀 百炼,0,2
33066,引力炸弹,0,2
33067,风暴针刺,0,2
33068,胡乱抓挠,0,2
33069,超电磁炮,0,2
330610,红汽水 满满,0,2
330611,重新出发,0,2
33070,羽毛球 拉丽,1,0
33071,纯净水 浅浅,1,0
33072,红汽水 浅浅,1,0
33073,刀 藏锋,1,0
33074,有丝分裂,1,0
33075,注射器 针妮,1,0
33076,铅笔 追忆,1,0
33077,鼠标 点点,1,0
33078,补水计划,1,0
33079,电扇 彩虹,1,0
330710,自行车 闪电,1,0
330711,风暴针刺,1,0
33080,羽毛球 拉丽,0,1
33081,纯净水 浅浅,0,1
33082,红汽水 浅浅,0,1
33083,刀 藏锋,0,1
33084,有丝分裂,0,1
33085,刀 百炼,0,1
33086,铅笔 追忆,0,1
33087,鼠标 点点,0,1
33088,见证我！,0,1
33089,电扇 彩虹,0,1
330810,自行车 闪电,0,1
330811,超电磁炮,0,1
33090,羽毛球 拉丽,0,1
33091,纯净水 浅浅,0,1
33092,红汽水 浅浅,0,1
33093,刀 藏锋,0,1
33094,有丝分裂,0,1
33095,刀 百炼,0,1
33096,铅笔 追忆,0,1
33097,鼠标 点点,0,1
33098,胡乱抓挠,0,1
33099,电扇 彩虹,0,1
330910,自行车 闪电,0,1
330911,超电磁炮,0,1
33100,羽毛球 拉丽,0,1
33101,纯净水 浅浅,0,1
33102,红汽水 浅浅,0,1
33103,刀 藏锋,0,1
33104,有丝分裂,0,1
33105,刀 百炼,0,1
33106,铅笔 追忆,0,1
33107,鼠标 点点,0,1
33108,胡乱抓挠,0,1
33109,爆裂药瓶,0,1
331010,自行车 闪电,0,1
331011,超电磁炮,0,1
33112,红汽水 浅浅,0,1
33113,刀 藏锋,0,1
33114,有丝分裂,0,1
33115,刀 百炼,0,1
33116,引力炸弹,0,1
33117,鼠标 点点,0,1
33118,胡乱抓挠,0,1
33119,爆裂药瓶,0,1
331110,自行车 闪电,0,1
331111,风暴针刺,0,1
33120,羽毛球 拉丽,0,1
33121,纯净水 浅浅,0,1
33122,红汽水 浅浅,0,1
33123,刀 藏锋,0,1
33124,自制手雷,0,1
33125,爆米花 米莉,0,1
33126,引力炸弹,0,1
33127,超电磁炮,0,1
33128,胡乱抓挠,0,1
33129,风暴针刺,0,1
331210,尖刺墙,0,1
331211,海浪冲击,0,1
33130,羽毛球 拉丽,0,1
33131,纯净水 浅浅,0,1
33132,红汽水 浅浅,0,1
33133,刀 藏锋,0,1
33134,英勇祝福,0,1
33135,爆米花 米莉,0,1
33136,引力炸弹,0,1
33137,超电磁炮,0,1
33138,胡乱抓挠,0,1
33139,协力攻击,0,1
331310,尖刺墙,0,1
331311,海浪冲击,0,1
33140,羽毛球 拉丽,1,2
33141,纯净水 浅浅,1,2
33142,红汽水 浅浅,1,2
33143,刀 藏锋,1,2
33144,裂地斩,1,2
33145,刀 百炼,1,2
33146,引力炸弹,1,2
33147,风暴针刺,1,2
33148,胡乱抓挠,1,2
33149,超电磁炮,1,2
331410,红汽水 满满,1,2
331411,海浪冲击,1,2
33150,羽毛球 拉丽,0,1
33151,纯净水 浅浅,0,1
33152,红汽水 浅浅,0,1
33153,刀 藏锋,0,1
33154,嗜血杀戮,0,1
33155,刀 百炼,0,1
33156,引力炸弹,0,1
33157,风暴针刺,0,1
33158,胡乱抓挠,0,1
33159,超电磁炮,0,1
331510,红汽水 满满,0,1
331511,海浪冲击,0,1
33160,羽毛球 拉丽,0,2
33161,纯净水 浅浅,0,2
33162,红汽水 浅浅,0,2
33163,刀 藏锋,0,2
33164,雷枪,0,2
33165,刀 百炼,0,2
33166,电池 欧姆,0,2
33167,风暴针刺,0,2
33168,胡乱抓挠,0,2
33169,超电磁炮,0,2
331610,红汽水 满满,0,2
331611,海浪冲击,0,2
33170,羽毛球 拉丽,0,1
33171,纯净水 浅浅,0,1
33172,红汽水 浅浅,0,1
33173,刀 藏锋,0,1
33174,滋水,0,1
33175,萨克斯 莉莉,0,1
33176,英勇祝福,0,1
33177,风暴针刺,0,1
33178,胡乱抓挠,0,1
33179,超电磁炮,0,1
331710,红汽水 满满,0,1
331711,时钟 晨曦,0,1
33180,羽毛球 拉丽,0,1
33181,纯净水 浅浅,0,1
33182,红汽水 浅浅,0,1
33183,刀 藏锋,0,1
33184,滋水,0,1
33185,刀 百炼,0,1
33186,鼠标 点点,0,1
33187,风暴针刺,0,1
33188,协力攻击,0,1
33189,茶壶 灵愈,0,1
331810,铅笔 追忆,0,1
331811,电池 伏特,0,1
33190,羽毛球 拉丽,0,1
33191,纯净水 浅浅,0,1
33192,红汽水 浅浅,0,1
33193,刀 藏锋,0,1
33194,冰霜新星,0,1
33195,电池 焦耳,0,1
33196,引力炸弹,0,1
33197,风暴针刺,0,1
33198,胡乱抓挠,0,1
33199,超电磁炮,0,1
331910,红汽水 满满,0,1
331911,海浪冲击,0,1
33200,羽毛球 拉丽,1,0
33201,纯净水 浅浅,1,0
33202,红汽水 浅浅,1,0
33203,刀 藏锋,1,0
33204,冰霜新星,1,0
33205,刀 百炼,1,0
33206,引力炸弹,1,0
33207,风暴针刺,1,0
33208,胡乱抓挠,1,0
33209,超电磁炮,1,0
332010,红汽水 满满,1,0
332011,海浪冲击,1,0
33212,红汽水 浅浅,0,1
33213,刀 藏锋,0,1
33214,巨雷枪,0,1
33215,留声机 回音,0,1
33216,引力炸弹,0,1
33217,雨伞 守心,0,1
33218,胡乱抓挠,0,1
33219,煤油灯 流露,0,1
332110,尖刺墙,0,1
332111,海浪冲击,0,1
33220,羽毛球 拉丽,0,1
33221,纯净水 浅浅,0,1
33222,红汽水 浅浅,0,1
33223,刀 藏锋,0,1
33224,投石支援,0,1
33225,刀 百炼,0,1
33226,引力炸弹,0,1
33227,鼠标 点点,0,1
33228,胡乱抓挠,0,1
33229,爆裂药瓶,0,1
332210,自行车 闪电,0,1
332211,风暴针刺,0,1
33230,羽毛球 拉丽,0,1
33231,纯净水 浅浅,0,1
33232,红汽水 浅浅,0,1
33233,刀 藏锋,0,1
33234,飞砖,0,1
33235,刀 百炼,0,1
33236,鼠标 点点,0,1
33237,风暴针刺,0,1
33238,胡乱抓挠,0,1
33239,超电磁炮,0,1
332310,铅笔 追忆,0,1
332311,留声机 回音,0,1
33240,羽毛球 拉丽,0,2
33241,纯净水 浅浅,0,2
33242,红汽水 浅浅,0,2
33243,刀 藏锋,0,2
33244,混乱补给,0,2
33245,刀 百炼,0,2
33246,鼠标 点点,0,2
33247,投石支援,0,2
33248,胡乱抓挠,0,2
33249,超电磁炮,0,2
332410,红汽水 满满,0,2
332411,雨伞 守心,0,2
33250,羽毛球 拉丽,1,2
33251,纯净水 浅浅,1,2
33252,红汽水 浅浅,1,2
33253,刀 藏锋,1,2
33254,协力攻击,1,2
33255,留声机 回音,1,2
33256,剪刀 刺痛,1,2
33257,风暴针刺,1,2
33258,胡乱抓挠,1,2
33259,超电磁炮,1,2
332510,红汽水 满满,1,2
332511,纸巾 缠缠,1,2
33260,羽毛球 拉丽,0,2
33261,纯净水 浅浅,0,2
33262,红汽水 浅浅,0,2
33263,刀 藏锋,0,2
33264,协力攻击,0,2
33265,刀 百炼,0,2
33266,引力炸弹,0,2
33267,风暴针刺,0,2
33268,牙膏 露洁,0,2
33269,超电磁炮,0,2
332610,红汽水 满满,0,2
332611,海浪冲击,0,2
33270,羽毛球 拉丽,0,1
33271,纯净水 浅浅,0,1
33272,红汽水 浅浅,0,1
33273,刀 藏锋,0,1
33274,爆裂药瓶,0,1
33275,电池 焦耳,0,1
33276,鼠标 点点,0,1
33277,风暴针刺,0,1
33278,剪刀 刺痛,0,1
33279,超电磁炮,0,1
332710,红汽水 满满,0,1
332711,海浪冲击,0,1
33280,羽毛球 拉丽,0,2
33281,纯净水 浅浅,0,2
33282,红汽水 浅浅,0,2
33283,刀 藏锋,0,2
33284,爆裂药瓶,0,2
33285,刀 百炼,0,2
33286,引力炸弹,0,2
33287,协力攻击,0,2
33288,重新出发,0,2
33289,超电磁炮,0,2
