cards,battlenum,winnum,losenum
"[""10028"",""20049"",""20024"",""20014"",""20034"",""20044"",""10035"",""20026"",""20028"",""10026"",""20046"",""10010""]",5,5,0
"[""10028"",""20049"",""20024"",""20016"",""20044"",""20050"",""20036"",""10021"",""10030"",""20026"",""10014"",""10010""]",2,0,2
"[""10028"",""20049"",""20025"",""10042"",""10041"",""10043"",""20016"",""20026"",""20044"",""20048"",""10031"",""20050""]",1,0,1
"[""10028"",""20049"",""20026"",""10021"",""10041"",""10035"",""10037"",""20050"",""10038"",""20051"",""10026"",""20048""]",2,1,1
"[""10028"",""20049"",""20026"",""20044"",""10024"",""10021"",""10030"",""20050"",""10012"",""20048"",""10042"",""10043""]",1,0,1
"[""10028"",""20049"",""20026"",""20044"",""10024"",""10021"",""10030"",""20050"",""10012"",""20048"",""20042"",""20023""]",1,0,1
"[""10028"",""20049"",""20028"",""10025"",""10012"",""20043"",""20016"",""20026"",""20044"",""20048"",""20046"",""20050""]",1,0,1
"[""10028"",""20049"",""20030"",""20048"",""20050"",""10016"",""10012"",""10030"",""10021"",""20026"",""10031"",""20010""]",1,1,0
"[""10028"",""20049"",""20030"",""20048"",""20050"",""20029"",""10012"",""10030"",""10021"",""20026"",""10031"",""20010""]",1,0,1
"[""10028"",""20049"",""20036"",""10032"",""20043"",""10043"",""20016"",""20026"",""20044"",""20048"",""10019"",""20050""]",1,0,1
"[""10028"",""20049"",""20036"",""10042"",""10041"",""20050"",""10022"",""10030"",""20044"",""10014"",""10044"",""20026""]",1,0,1
"[""10028"",""20049"",""20036"",""20011"",""20034"",""10012"",""20016"",""20018"",""20044"",""10034"",""10016"",""10045""]",16,12,4
"[""10028"",""20049"",""20036"",""20011"",""20034"",""10012"",""20016"",""20018"",""20044"",""10034"",""10016"",""20032""]",4,3,1
"[""10028"",""20049"",""20036"",""20011"",""20034"",""10012"",""20016"",""20018"",""20044"",""20042"",""10032"",""10026""]",2,2,0
"[""10028"",""20049"",""20037"",""10016"",""20026"",""10019"",""20050"",""10032"",""10010"",""20048"",""10023"",""10030""]",1,0,1
"[""10028"",""20049"",""20037"",""10016"",""20026"",""10037"",""20050"",""10032"",""10010"",""20048"",""10023"",""10030""]",6,4,2
"[""10028"",""20049"",""20037"",""10027"",""20026"",""10037"",""20050"",""10032"",""10010"",""20048"",""10023"",""10030""]",3,1,2
"[""10028"",""20049"",""20037"",""10030"",""10023"",""10045"",""20016"",""20026"",""20044"",""20048"",""20012"",""20050""]",2,0,2
"[""10028"",""20049"",""20037"",""10030"",""10023"",""20041"",""20016"",""20026"",""20044"",""20048"",""20012"",""20050""]",1,1,0
"[""10028"",""20049"",""20037"",""10030"",""10023"",""20041"",""20016"",""20026"",""20044"",""20048"",""20042"",""20050""]",2,1,1
"[""10028"",""20049"",""20037"",""10032"",""20026"",""10019"",""20050"",""10018"",""10010"",""20048"",""10023"",""10030""]",3,3,0
"[""10028"",""20049"",""20037"",""10032"",""20026"",""10019"",""20050"",""20014"",""10010"",""20048"",""10023"",""10030""]",2,1,1
"[""10028"",""20049"",""20037"",""20036"",""20026"",""10019"",""20050"",""10018"",""10010"",""20048"",""10023"",""10030""]",13,6,7
"[""10028"",""20049"",""20037"",""20048"",""20012"",""10030"",""10019"",""20026"",""10043"",""20016"",""20050"",""10024""]",1,0,1
"[""10028"",""20049"",""20042"",""10042"",""10027"",""10043"",""10020"",""10030"",""10021"",""20048"",""10011"",""20050""]",2,0,2
"[""10028"",""20049"",""20043"",""10042"",""10021"",""10043"",""20016"",""20026"",""20011"",""20048"",""10030"",""20050""]",1,0,1
"[""10028"",""20049"",""20043"",""10042"",""20042"",""10043"",""20016"",""20026"",""20044"",""20048"",""10030"",""20050""]",1,0,1
"[""10028"",""20049"",""20046"",""10042"",""10041"",""10043"",""20016"",""20026"",""20044"",""20048"",""10038"",""20050""]",1,0,1
"[""10028"",""20049"",""20048"",""10030"",""10043"",""20037"",""10025"",""20044"",""20028"",""20026"",""20050"",""20030""]",1,0,1
"[""10028"",""20049"",""20048"",""20032"",""20044"",""20050"",""20036"",""10021"",""10030"",""20026"",""10014"",""10010""]",1,1,0
"[""10028"",""20049"",""20048"",""20046"",""10021"",""20037"",""10025"",""20044"",""10044"",""20026"",""20050"",""20011""]",3,1,2
"[""10028"",""20049"",""20048"",""20046"",""10021"",""20037"",""10025"",""20044"",""20036"",""20026"",""20050"",""10017""]",6,4,2
"[""10028"",""20049"",""20048"",""20046"",""10021"",""20037"",""10025"",""20044"",""20036"",""20026"",""20050"",""10024""]",1,1,0
"[""10028"",""20049"",""20048"",""20046"",""10021"",""20037"",""10025"",""20044"",""20036"",""20026"",""20050"",""20011""]",1,0,1
"[""10028"",""20049"",""20048"",""20046"",""10021"",""20037"",""10025"",""20044"",""20036"",""20026"",""20050"",""20033""]",1,1,0
"[""10028"",""20049"",""20048"",""20046"",""10021"",""20037"",""10025"",""20044"",""20036"",""20026"",""20050"",""20034""]",2,0,2
"[""10028"",""20049"",""20050"",""10023"",""10021"",""20037"",""20016"",""10030"",""10037"",""10035"",""10010"",""10031""]",1,0,1
"[""10028"",""20049"",""20050"",""10043"",""20044"",""20043"",""10017"",""10025"",""10030"",""10010"",""10035"",""10039""]",1,0,1
"[""10028"",""20049"",""20050"",""10043"",""20044"",""20043"",""10017"",""10025"",""10030"",""10031"",""10029"",""10039""]",1,0,1
"[""10028"",""20049"",""20050"",""20043"",""10030"",""20042"",""10021"",""10037"",""10041"",""10026"",""10031"",""10012""]",2,2,0
"[""10028"",""20049"",""20051"",""10044"",""10029"",""20020"",""20026"",""20042"",""10043"",""10042"",""10018"",""20043""]",1,1,0
"[""10028"",""20049"",""20051"",""10044"",""20016"",""20020"",""20026"",""20042"",""10043"",""10042"",""10018"",""20043""]",1,0,1
"[""10028"",""20050"",""10016"",""20019"",""20027"",""10012"",""20021"",""20018"",""20034"",""10027"",""20046"",""10026""]",4,4,0
"[""10028"",""20050"",""10019"",""20014"",""10010"",""10013"",""20016"",""10030"",""20044"",""20034"",""20036"",""20026""]",3,0,3
"[""10028"",""20050"",""10019"",""20014"",""10010"",""10013"",""20016"",""10030"",""20044"",""20034"",""20048"",""20026""]",1,1,0
"[""10028"",""20050"",""10021"",""10015"",""20048"",""10014"",""10025"",""10030"",""20047"",""20010"",""10013"",""20026""]",1,0,1
"[""10028"",""20050"",""10021"",""10015"",""20048"",""10014"",""10025"",""10030"",""20047"",""20045"",""10013"",""20026""]",1,1,0
"[""10028"",""20050"",""10021"",""10035"",""10020"",""10017"",""20044"",""10015"",""10036"",""20026"",""10030"",""10037""]",1,1,0
"[""10028"",""20050"",""10021"",""10035"",""10020"",""10017"",""20044"",""10015"",""10042"",""20026"",""10030"",""10037""]",1,0,1
"[""10028"",""20050"",""10021"",""10035"",""10027"",""10017"",""20044"",""10015"",""10036"",""20016"",""10030"",""10037""]",2,2,0
"[""10028"",""20050"",""10021"",""10039"",""10019"",""10035"",""20034"",""10030"",""20044"",""10013"",""20016"",""20026""]",2,2,0
"[""10028"",""20050"",""10021"",""10042"",""10015"",""10014"",""20016"",""10030"",""20044"",""20043"",""10027"",""20026""]",1,1,0
"[""10028"",""20050"",""10021"",""10042"",""10015"",""20049"",""20016"",""10030"",""20044"",""20043"",""10027"",""20026""]",1,1,0
"[""10028"",""20050"",""10021"",""10042"",""10041"",""10043"",""20046"",""10030"",""20044"",""10013"",""20016"",""20026""]",1,1,0
"[""10028"",""20050"",""10021"",""10042"",""20042"",""10014"",""20016"",""10030"",""20044"",""20043"",""10027"",""20026""]",2,0,2
"[""10028"",""20050"",""10021"",""10045"",""10041"",""10023"",""20048"",""10030"",""20044"",""10025"",""10032"",""20026""]",2,1,1
"[""10028"",""20050"",""10021"",""20048"",""10020"",""20011"",""20044"",""10015"",""10042"",""20026"",""10030"",""10019""]",2,0,2
"[""10028"",""20050"",""10026"",""10021"",""10041"",""10043"",""20016"",""10030"",""10010"",""20043"",""10015"",""20026""]",1,0,1
"[""10028"",""20050"",""10030"",""10027"",""10010"",""10013"",""10023"",""20014"",""20044"",""20034"",""20036"",""10044""]",8,3,5
"[""10028"",""20050"",""10030"",""10027"",""10010"",""10013"",""10023"",""20014"",""20044"",""20034"",""20036"",""20010""]",2,0,2
"[""10028"",""20050"",""10030"",""10027"",""10010"",""10013"",""10023"",""20014"",""20044"",""20034"",""20036"",""20026""]",3,1,2
"[""10028"",""20050"",""10030"",""10027"",""10010"",""10013"",""10023"",""20014"",""20044"",""20034"",""20036"",""20043""]",5,1,4
"[""10028"",""20050"",""10037"",""10021"",""10041"",""10043"",""20016"",""10030"",""20044"",""20043"",""10015"",""20026""]",2,2,0
"[""10028"",""20050"",""10037"",""10038"",""10017"",""20013"",""20016"",""20037"",""20048"",""20043"",""20026"",""20049""]",1,1,0
"[""10028"",""20050"",""10037"",""10038"",""10019"",""10017"",""20016"",""20037"",""20044"",""20043"",""20026"",""20049""]",1,0,1
"[""10028"",""20050"",""10037"",""10038"",""10030"",""20016"",""20037"",""20014"",""20043"",""20026"",""20049"",""10014""]",1,1,0
"[""10028"",""20050"",""10037"",""10038"",""10030"",""20016"",""20037"",""20048"",""20043"",""20026"",""20049"",""10023""]",1,0,1
"[""10028"",""20050"",""10037"",""10038"",""10030"",""20016"",""20037"",""20048"",""20043"",""20026"",""20049"",""20033""]",2,1,1
"[""10028"",""20050"",""10037"",""10042"",""10019"",""10017"",""20016"",""20037"",""20044"",""20043"",""20026"",""20049""]",1,1,0
"[""10028"",""20050"",""10037"",""10042"",""20048"",""10043"",""20016"",""10030"",""20044"",""20043"",""10021"",""20026""]",1,0,1
"[""10028"",""20050"",""10037"",""20014"",""10010"",""10013"",""20016"",""10030"",""20044"",""20034"",""20048"",""20026""]",5,2,3
"[""10028"",""20050"",""10037"",""20014"",""10010"",""10013"",""20016"",""10030"",""20044"",""20043"",""20048"",""20026""]",1,0,1
"[""10028"",""20050"",""10037"",""20040"",""10010"",""10013"",""20016"",""10030"",""20044"",""20043"",""20048"",""20026""]",2,2,0
"[""10028"",""20050"",""10037"",""20049"",""20048"",""20042"",""20016"",""10030"",""20044"",""20043"",""20011"",""20026""]",1,0,1
"[""10028"",""20050"",""10045"",""10027"",""10010"",""10013"",""20016"",""20014"",""20044"",""20034"",""20036"",""20026""]",4,1,3
"[""10028"",""20050"",""20012"",""10021"",""10015"",""10025"",""10023"",""20026"",""20034"",""20048"",""20049"",""10030""]",2,1,1
"[""10028"",""20050"",""20024"",""20014"",""20034"",""20044"",""10035"",""20026"",""20028"",""10026"",""20046"",""10010""]",1,0,1
"[""10028"",""20050"",""20026"",""10010"",""20011"",""10023"",""20034"",""10022"",""20044"",""20014"",""10013"",""20036""]",1,0,1
"[""10028"",""20050"",""20026"",""10010"",""20016"",""10023"",""20034"",""10022"",""20044"",""20014"",""10013"",""20036""]",1,1,0
"[""10028"",""20050"",""20026"",""10010"",""20051"",""10023"",""20016"",""10030"",""20044"",""20014"",""10013"",""20036""]",1,1,0
"[""10028"",""20050"",""20026"",""10010"",""20051"",""10023"",""20016"",""10030"",""20044"",""20014"",""10021"",""20036""]",1,0,1
"[""10028"",""20050"",""20026"",""10010"",""20051"",""10023"",""20034"",""10030"",""20044"",""20014"",""10013"",""20036""]",1,0,1
"[""10028"",""20050"",""20026"",""10015"",""20051"",""10023"",""20016"",""10030"",""20044"",""20042"",""10021"",""20036""]",3,2,1
"[""10028"",""20050"",""20026"",""10042"",""20051"",""10043"",""20016"",""10030"",""20044"",""20042"",""10021"",""20036""]",1,1,0
"[""10028"",""20050"",""20033"",""10042"",""10041"",""10021"",""10026"",""20049"",""10032"",""20048"",""10031"",""10030""]",1,0,1
"[""10028"",""20050"",""20034"",""20014"",""20043"",""20026"",""20024"",""20047"",""10010"",""20044"",""10019"",""10021""]",1,0,1
"[""10028"",""20050"",""20034"",""20026"",""10019"",""10030"",""10044"",""10021"",""10022"",""20039"",""20016"",""20047""]",2,1,1
"[""10028"",""20050"",""20034"",""20026"",""20036"",""20029"",""20027"",""10034"",""20044"",""10027"",""10016"",""20039""]",1,1,0
"[""10028"",""20050"",""20036"",""10010"",""20026"",""20014"",""20034"",""20029"",""20024"",""10026"",""10011"",""20044""]",2,0,2
"[""10028"",""20050"",""20036"",""10010"",""20026"",""20014"",""20034"",""20029"",""20024"",""10026"",""10034"",""20044""]",10,6,4
"[""10028"",""20050"",""20036"",""10015"",""20048"",""10014"",""10025"",""10030"",""20047"",""20034"",""10013"",""20026""]",3,2,1
"[""10028"",""20050"",""20036"",""10015"",""20048"",""10014"",""10027"",""10030"",""20047"",""20034"",""10045"",""10023""]",2,0,2
"[""10028"",""20050"",""20036"",""10027"",""20026"",""20014"",""20034"",""10019"",""20028"",""10045"",""10025"",""10024""]",1,0,1
"[""10028"",""20050"",""20036"",""10027"",""20026"",""20014"",""20034"",""10026"",""20024"",""10015"",""10025"",""20025""]",1,1,0
"[""10028"",""20050"",""20036"",""10027"",""20026"",""20014"",""20034"",""10026"",""20024"",""10015"",""20047"",""20025""]",4,1,3
"[""10028"",""20050"",""20036"",""10027"",""20026"",""20014"",""20034"",""20044"",""20028"",""10044"",""10025"",""20015""]",1,0,1
"[""10028"",""20050"",""20036"",""10044"",""20026"",""20014"",""20034"",""10026"",""20024"",""10015"",""10034"",""20025""]",1,0,1
"[""10028"",""20050"",""20036"",""20047"",""20026"",""20014"",""20034"",""20029"",""20024"",""10026"",""10034"",""20025""]",5,2,3
"[""10028"",""20050"",""20036"",""20047"",""20026"",""20014"",""20034"",""20029"",""20024"",""20033"",""10034"",""20025""]",1,1,0
"[""10028"",""20050"",""20037"",""10016"",""10025"",""20046"",""10021"",""10030"",""10010"",""20043"",""10032"",""20026""]",2,0,2
"[""10028"",""20050"",""20037"",""20049"",""10041"",""10013"",""10016"",""10030"",""20044"",""20043"",""10021"",""20026""]",1,0,1
"[""10028"",""20050"",""20043"",""20044"",""20011"",""10042"",""10043"",""20048"",""10046"",""10021"",""20026"",""10030""]",1,0,1
"[""10028"",""20050"",""20044"",""10021"",""10015"",""10025"",""10023"",""20026"",""20034"",""20048"",""20012"",""10030""]",1,1,0
"[""10028"",""20050"",""20044"",""10021"",""10015"",""10025"",""10023"",""20026"",""20034"",""20048"",""20049"",""10030""]",5,3,2
"[""10028"",""20050"",""20046"",""10042"",""10041"",""10043"",""20016"",""10030"",""20044"",""20043"",""10019"",""20026""]",1,0,1
"[""10028"",""20050"",""20046"",""10044"",""10041"",""10043"",""20016"",""10030"",""20042"",""10046"",""10019"",""20037""]",1,0,1
"[""10028"",""20050"",""20046"",""20011"",""10020"",""10016"",""20016"",""20018"",""10045"",""20022"",""10032"",""10026""]",1,1,0
"[""10028"",""20050"",""20046"",""20011"",""10020"",""10016"",""20016"",""20018"",""10045"",""20022"",""20027"",""10026""]",1,1,0
"[""10028"",""20050"",""20046"",""20011"",""10034"",""10016"",""20016"",""20018"",""10014"",""20022"",""10032"",""10026""]",3,2,1
"[""10028"",""20050"",""20046"",""20011"",""10034"",""10016"",""20016"",""20018"",""10045"",""20022"",""10032"",""10026""]",1,1,0
"[""10028"",""20050"",""20046"",""20011"",""10041"",""10016"",""20016"",""20018"",""20044"",""20022"",""10015"",""10026""]",1,0,1
"[""10028"",""20050"",""20046"",""20011"",""20021"",""10016"",""20016"",""20018"",""10045"",""20022"",""20027"",""10026""]",5,1,4
"[""10028"",""20050"",""20046"",""20011"",""20021"",""10016"",""20016"",""20018"",""10045"",""20037"",""20027"",""10026""]",3,1,2
"[""10028"",""20050"",""20048"",""20029"",""10015"",""20036"",""20016"",""10030"",""20010"",""10010"",""10021"",""20026""]",4,3,1
"[""10028"",""20050"",""20049"",""10042"",""10041"",""10043"",""20048"",""10030"",""20044"",""20043"",""10032"",""20026""]",2,1,1
"[""10028"",""20051"",""10010"",""10030"",""10041"",""10011"",""20043"",""10012"",""10017"",""20048"",""10019"",""10021""]",1,0,1
"[""10028"",""20051"",""10021"",""20048"",""10039"",""20026"",""10043"",""10019"",""20042"",""10030"",""10018"",""20033""]",1,0,1
"[""10028"",""20051"",""10026"",""10029"",""10010"",""10043"",""20049"",""10030"",""20044"",""20011"",""10022"",""20050""]",2,0,2
"[""10028"",""20051"",""10031"",""10034"",""10041"",""10043"",""20016"",""20026"",""20044"",""20048"",""10021"",""20050""]",3,2,1
"[""10028"",""20051"",""10037"",""10035"",""10016"",""20016"",""10030"",""20026"",""10039"",""20048"",""10038"",""20050""]",2,1,1
"[""10028"",""20051"",""10037"",""10035"",""20032"",""20016"",""10030"",""20026"",""10039"",""20048"",""10038"",""20050""]",1,1,0
"[""10028"",""20051"",""10037"",""10042"",""10024"",""10026"",""20016"",""10018"",""20033"",""10034"",""20049"",""20050""]",1,0,1
"[""10028"",""20051"",""10037"",""20028"",""10024"",""10043"",""20016"",""20026"",""20044"",""20048"",""20037"",""20050""]",1,1,0
"[""10028"",""20051"",""10037"",""20028"",""20015"",""10043"",""20016"",""20026"",""20044"",""20048"",""20037"",""20050""]",1,0,1
"[""10028"",""20051"",""10037"",""20046"",""20032"",""20016"",""10030"",""20026"",""10039"",""20048"",""10038"",""20050""]",1,1,0
"[""10028"",""20051"",""10041"",""20050"",""10032"",""10035"",""10018"",""10037"",""20026"",""10021"",""10019"",""10030""]",2,0,2
"[""10028"",""20051"",""10041"",""20050"",""20036"",""10035"",""10018"",""10037"",""20026"",""10021"",""10019"",""10030""]",2,1,1
"[""10028"",""20051"",""10045"",""20025"",""10041"",""10026"",""10021"",""10030"",""10018"",""10014"",""10010"",""20026""]",1,0,1
"[""10028"",""20051"",""10045"",""20025"",""10041"",""20043"",""10021"",""10030"",""10018"",""10014"",""10010"",""20026""]",1,0,1
"[""10028"",""20051"",""20023"",""20025"",""10041"",""20042"",""10021"",""10030"",""10018"",""20043"",""10010"",""20026""]",2,1,1
"[""10028"",""20051"",""20026"",""10020"",""10034"",""20035"",""20043"",""20044"",""20048"",""10017"",""10023"",""10019""]",1,0,1
"[""10028"",""20051"",""20026"",""10031"",""10034"",""20035"",""20043"",""20044"",""20048"",""10017"",""20029"",""10019""]",1,0,1
"[""10028"",""20051"",""20050"",""20048"",""10030"",""10021"",""10038"",""10017"",""10035"",""10037"",""10039"",""10032""]",2,0,2
"[""10028"",""20051"",""20050"",""20048"",""10030"",""10033"",""10038"",""10017"",""10010"",""10037"",""10039"",""10013""]",1,0,1
"[""10029"",""10016"",""20044"",""20048"",""10014"",""10043"",""10021"",""10030"",""20050"",""20026"",""10034"",""20043""]",1,0,1
"[""10029"",""10016"",""20044"",""20048"",""10042"",""10043"",""10021"",""10030"",""20050"",""20026"",""10034"",""10017""]",1,0,1
"[""10029"",""10020"",""20041"",""20043"",""20044"",""10030"",""10040"",""10017"",""10028"",""10021"",""10042"",""10043""]",2,0,2
"[""10029"",""10040"",""10022"",""20043"",""20050"",""20034"",""20046"",""10035"",""10014"",""20045"",""20031"",""20022""]",1,0,1
"[""10029"",""10044"",""10011"",""10028"",""10024"",""10040"",""20013"",""20051"",""10036"",""10041"",""20027"",""20040""]",1,0,1
"[""10029"",""20011"",""20049"",""10017"",""10028"",""20016"",""20044"",""20050"",""20048"",""20026"",""10030"",""10012""]",1,0,1
"[""10029"",""20031"",""20043"",""20036"",""10041"",""10031"",""20038"",""20026"",""20028"",""20048"",""10038"",""20050""]",1,1,0
"[""10029"",""20034"",""20049"",""20040"",""20019"",""20017"",""10010"",""20024"",""10026"",""20036"",""20026"",""10014""]",1,0,1
"[""10029"",""20043"",""10020"",""20015"",""20047"",""10031"",""20050"",""20044"",""20011"",""20016"",""10023"",""10039""]",2,1,1
"[""10029"",""20043"",""10026"",""10043"",""20047"",""10031"",""10032"",""20044"",""20011"",""20016"",""20050"",""10039""]",1,1,0
