,cards,battlenum,winnum,losenum,newCards,newCardsName
3992,"[""10028"",""20016"",""10010"",""10015"",""20034"",""10021"",""20050"",""10030"",""10019"",""10014"",""10025"",""20026""]",3,1,2,"[10010, 10014, 10015, 10019, 10021, 10025, 10028, 10030, 20016, 20026, 20034, 20050]","['电吉他 和鸣', '茶壶 灵愈', '留声机 回音', '电池 焦耳', '铅笔 追忆', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '引力炸弹', '风暴针刺', '补水计划', '海浪冲击']"
3993,"[""10028"",""20016"",""10010"",""10024"",""20047"",""10021"",""20050"",""10030"",""20044"",""10014"",""10034"",""20026""]",1,1,0,"[10010, 10014, 10021, 10024, 10028, 10030, 10034, 20016, 20026, 20044, 20047, 20050]","['电吉他 和鸣', '茶壶 灵愈', '铅笔 追忆', '书 幻梦', '羽毛球 拉丽', '鼠标 点点', '剪刀 刺痛', '引力炸弹', '风暴针刺', '胡乱抓挠', '临摹', '海浪冲击']"
3994,"[""10028"",""20016"",""10021"",""20048"",""10017"",""10043"",""10019"",""10030"",""20044"",""20010"",""10013"",""20026""]",1,0,1,"[10013, 10017, 10019, 10021, 10028, 10030, 10043, 20010, 20016, 20026, 20044, 20048]","['雨伞 守心', '电池 欧姆', '电池 焦耳', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '刀 百炼', '有丝分裂', '引力炸弹', '风暴针刺', '胡乱抓挠', '超电磁炮']"
3995,"[""10028"",""20016"",""10021"",""20048"",""10017"",""10043"",""10019"",""10030"",""20044"",""20043"",""10013"",""20026""]",2,0,2,"[10013, 10017, 10019, 10021, 10028, 10030, 10043, 20016, 20026, 20043, 20044, 20048]","['雨伞 守心', '电池 欧姆', '电池 焦耳', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '刀 百炼', '引力炸弹', '风暴针刺', '爆裂药瓶', '胡乱抓挠', '超电磁炮']"
3996,"[""10028"",""20016"",""10023"",""10025"",""10017"",""20047"",""10031"",""10030"",""20044"",""10027"",""20036"",""20026""]",3,1,2,"[10017, 10023, 10025, 10027, 10028, 10030, 10031, 20016, 20026, 20036, 20044, 20047]","['电池 欧姆', '牙膏 露洁', '电池 伏特', '牛奶 银河', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '引力炸弹', '风暴针刺', '巨雷枪', '胡乱抓挠', '临摹']"
3997,"[""10028"",""20016"",""10023"",""10025"",""10017"",""20047"",""10045"",""10030"",""20044"",""10014"",""10013"",""20026""]",3,2,1,"[10013, 10014, 10017, 10023, 10025, 10028, 10030, 10045, 20016, 20026, 20044, 20047]","['雨伞 守心', '茶壶 灵愈', '电池 欧姆', '牙膏 露洁', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '盔甲 怀抱', '引力炸弹', '风暴针刺', '胡乱抓挠', '临摹']"
3998,"[""10028"",""20016"",""10023"",""10025"",""10017"",""20047"",""10045"",""10030"",""20044"",""10027"",""20036"",""20026""]",1,0,1,"[10017, 10023, 10025, 10027, 10028, 10030, 10045, 20016, 20026, 20036, 20044, 20047]","['电池 欧姆', '牙膏 露洁', '电池 伏特', '牛奶 银河', '羽毛球 拉丽', '鼠标 点点', '盔甲 怀抱', '引力炸弹', '风暴针刺', '巨雷枪', '胡乱抓挠', '临摹']"
3999,"[""10028"",""20016"",""10023"",""10025"",""10017"",""20047"",""10045"",""10030"",""20044"",""20043"",""10013"",""20026""]",2,1,1,"[10013, 10017, 10023, 10025, 10028, 10030, 10045, 20016, 20026, 20043, 20044, 20047]","['雨伞 守心', '电池 欧姆', '牙膏 露洁', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '盔甲 怀抱', '引力炸弹', '风暴针刺', '爆裂药瓶', '胡乱抓挠', '临摹']"
4000,"[""10028"",""20016"",""10030"",""10027"",""10034"",""20049"",""20043"",""20026"",""20014"",""20034"",""10025"",""20050""]",1,1,0,"[10025, 10027, 10028, 10030, 10034, 20014, 20016, 20026, 20034, 20043, 20049, 20050]","['电池 伏特', '牛奶 银河', '羽毛球 拉丽', '鼠标 点点', '剪刀 刺痛', '见证我！', '引力炸弹', '风暴针刺', '补水计划', '爆裂药瓶', '尖刺墙', '海浪冲击']"
4001,"[""10028"",""20016"",""10030"",""10027"",""20036"",""20049"",""20043"",""20026"",""20014"",""20034"",""10025"",""20050""]",1,0,1,"[10025, 10027, 10028, 10030, 20014, 20016, 20026, 20034, 20036, 20043, 20049, 20050]","['电池 伏特', '牛奶 银河', '羽毛球 拉丽', '鼠标 点点', '见证我！', '引力炸弹', '风暴针刺', '补水计划', '巨雷枪', '爆裂药瓶', '尖刺墙', '海浪冲击']"
4002,"[""10028"",""20016"",""10037"",""10017"",""20026"",""10012"",""10010"",""10032"",""20022"",""10034"",""10035"",""20050""]",1,0,1,"[10010, 10012, 10017, 10028, 10032, 10034, 10035, 10037, 20016, 20022, 20026, 20050]","['电吉他 和鸣', '摩托 赤狸', '电池 欧姆', '羽毛球 拉丽', '自行车 闪电', '剪刀 刺痛', '纯净水 浅浅', '红汽水 浅浅', '引力炸弹', '蓄力', '风暴针刺', '海浪冲击']"
4003,"[""10028"",""20016"",""10037"",""20043"",""20014"",""10018"",""10015"",""20026"",""20044"",""20034"",""10038"",""20036""]",1,0,1,"[10015, 10018, 10028, 10037, 10038, 20014, 20016, 20026, 20034, 20036, 20043, 20044]","['留声机 回音', '萨克斯 莉莉', '羽毛球 拉丽', '红汽水 浅浅', '红汽水 满满', '见证我！', '引力炸弹', '风暴针刺', '补水计划', '巨雷枪', '爆裂药瓶', '胡乱抓挠']"
4004,"[""10028"",""20016"",""10045"",""10042"",""10019"",""10043"",""20042"",""20026"",""20044"",""20048"",""10015"",""10030""]",1,0,1,"[10015, 10019, 10028, 10030, 10042, 10043, 10045, 20016, 20026, 20042, 20044, 20048]","['留声机 回音', '电池 焦耳', '羽毛球 拉丽', '鼠标 点点', '刀 藏锋', '刀 百炼', '盔甲 怀抱', '引力炸弹', '风暴针刺', '协力攻击', '胡乱抓挠', '超电磁炮']"
4005,"[""10028"",""20016"",""20014"",""10030"",""10015"",""10021"",""20043"",""20048"",""10031"",""10023"",""10013"",""10010""]",1,0,1,"[10010, 10013, 10015, 10021, 10023, 10028, 10030, 10031, 20014, 20016, 20043, 20048]","['电吉他 和鸣', '雨伞 守心', '留声机 回音', '铅笔 追忆', '牙膏 露洁', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '见证我！', '引力炸弹', '爆裂药瓶', '超电磁炮']"
4006,"[""10028"",""20016"",""20014"",""10030"",""10015"",""10021"",""20043"",""20050"",""10031"",""10023"",""10013"",""10010""]",1,0,1,"[10010, 10013, 10015, 10021, 10023, 10028, 10030, 10031, 20014, 20016, 20043, 20050]","['电吉他 和鸣', '雨伞 守心', '留声机 回音', '铅笔 追忆', '牙膏 露洁', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '见证我！', '引力炸弹', '爆裂药瓶', '海浪冲击']"
4007,"[""10028"",""20016"",""20026"",""10030"",""10015"",""10021"",""20043"",""20050"",""10031"",""10023"",""10013"",""10010""]",1,0,1,"[10010, 10013, 10015, 10021, 10023, 10028, 10030, 10031, 20016, 20026, 20043, 20050]","['电吉他 和鸣', '雨伞 守心', '留声机 回音', '铅笔 追忆', '牙膏 露洁', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '引力炸弹', '风暴针刺', '爆裂药瓶', '海浪冲击']"
4008,"[""10028"",""20016"",""20034"",""10020"",""10041"",""10030"",""10025"",""20026"",""20044"",""20048"",""10021"",""20050""]",2,0,2,"[10020, 10021, 10025, 10028, 10030, 10041, 20016, 20026, 20034, 20044, 20048, 20050]","['时钟 晨曦', '铅笔 追忆', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '肥皂 滑滑', '引力炸弹', '风暴针刺', '补水计划', '胡乱抓挠', '超电磁炮', '海浪冲击']"
4009,"[""10028"",""20016"",""20034"",""10023"",""20036"",""10021"",""20014"",""10030"",""10025"",""20043"",""10019"",""20026""]",3,2,1,"[10019, 10021, 10023, 10025, 10028, 10030, 20014, 20016, 20026, 20034, 20036, 20043]","['电池 焦耳', '铅笔 追忆', '牙膏 露洁', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '见证我！', '引力炸弹', '风暴针刺', '补水计划', '巨雷枪', '爆裂药瓶']"
4010,"[""10028"",""20016"",""20034"",""10023"",""20036"",""10021"",""20014"",""10030"",""20011"",""20043"",""10019"",""20026""]",4,0,4,"[10019, 10021, 10023, 10028, 10030, 20011, 20014, 20016, 20026, 20034, 20036, 20043]","['电池 焦耳', '铅笔 追忆', '牙膏 露洁', '羽毛球 拉丽', '鼠标 点点', '魅惑', '见证我！', '引力炸弹', '风暴针刺', '补水计划', '巨雷枪', '爆裂药瓶']"
4011,"[""10028"",""20016"",""20036"",""10045"",""20014"",""20034"",""20026"",""20025"",""20043"",""20028"",""20044"",""20011""]",1,0,1,"[10028, 10045, 20011, 20014, 20016, 20025, 20026, 20028, 20034, 20036, 20043, 20044]","['羽毛球 拉丽', '盔甲 怀抱', '魅惑', '见证我！', '引力炸弹', '修建工事', '风暴针刺', '冰冻炸弹', '补水计划', '巨雷枪', '爆裂药瓶', '胡乱抓挠']"
4012,"[""10028"",""20016"",""20036"",""20024"",""20014"",""20034"",""20026"",""20047"",""10011"",""20028"",""20044"",""20011""]",1,0,1,"[10011, 10028, 20011, 20014, 20016, 20024, 20026, 20028, 20034, 20036, 20044, 20047]","['纸巾 缠缠', '羽毛球 拉丽', '魅惑', '见证我！', '引力炸弹', '裂地斩', '风暴针刺', '冰冻炸弹', '补水计划', '巨雷枪', '胡乱抓挠', '临摹']"
4013,"[""10028"",""20016"",""20037"",""10045"",""10027"",""20011"",""20043"",""20026"",""20044"",""20048"",""10030"",""20028""]",3,2,1,"[10027, 10028, 10030, 10045, 20011, 20016, 20026, 20028, 20037, 20043, 20044, 20048]","['牛奶 银河', '羽毛球 拉丽', '鼠标 点点', '盔甲 怀抱', '魅惑', '引力炸弹', '风暴针刺', '冰冻炸弹', '投石支援', '爆裂药瓶', '胡乱抓挠', '超电磁炮']"
4014,"[""10028"",""20016"",""20043"",""20026"",""20028"",""20014"",""20047"",""20038"",""20044"",""20036"",""20025"",""20017""]",1,1,0,"[10028, 20014, 20016, 20017, 20025, 20026, 20028, 20036, 20038, 20043, 20044, 20047]","['羽毛球 拉丽', '见证我！', '引力炸弹', '精准爆破', '修建工事', '风暴针刺', '冰冻炸弹', '巨雷枪', '飞砖', '爆裂药瓶', '胡乱抓挠', '临摹']"
4015,"[""10028"",""20016"",""20043"",""20026"",""20028"",""20014"",""20047"",""20038"",""20044"",""20036"",""20031"",""20017""]",32,25,7,"[10028, 20014, 20016, 20017, 20026, 20028, 20031, 20036, 20038, 20043, 20044, 20047]","['羽毛球 拉丽', '见证我！', '引力炸弹', '精准爆破', '风暴针刺', '冰冻炸弹', '滋水', '巨雷枪', '飞砖', '爆裂药瓶', '胡乱抓挠', '临摹']"
4016,"[""10028"",""20016"",""20043"",""20026"",""20028"",""20014"",""20047"",""20038"",""20044"",""20036"",""20034"",""20017""]",6,5,1,"[10028, 20014, 20016, 20017, 20026, 20028, 20034, 20036, 20038, 20043, 20044, 20047]","['羽毛球 拉丽', '见证我！', '引力炸弹', '精准爆破', '风暴针刺', '冰冻炸弹', '补水计划', '巨雷枪', '飞砖', '爆裂药瓶', '胡乱抓挠', '临摹']"
4017,"[""10028"",""20016"",""20048"",""20044"",""20023"",""10017"",""20050"",""10014"",""10020"",""20028"",""20030"",""10035""]",1,0,1,"[10014, 10017, 10020, 10028, 10035, 20016, 20023, 20028, 20030, 20044, 20048, 20050]","['茶壶 灵愈', '电池 欧姆', '时钟 晨曦', '羽毛球 拉丽', '纯净水 浅浅', '引力炸弹', '弹簧安装', '冰冻炸弹', '雷枪', '胡乱抓挠', '超电磁炮', '海浪冲击']"
4018,"[""10028"",""20016"",""20049"",""10038"",""10018"",""10024"",""10040"",""10030"",""20044"",""10021"",""10025"",""20050""]",1,0,1,"[10018, 10021, 10024, 10025, 10028, 10030, 10038, 10040, 20016, 20044, 20049, 20050]","['萨克斯 莉莉', '铅笔 追忆', '书 幻梦', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '红汽水 满满', '绿汽水 满满', '引力炸弹', '胡乱抓挠', '尖刺墙', '海浪冲击']"
4019,"[""10028"",""20017"",""10024"",""10017"",""20050"",""10016"",""20016"",""20026"",""10032"",""20033"",""20051"",""20049""]",1,0,1,"[10016, 10017, 10024, 10028, 10032, 20016, 20017, 20026, 20033, 20049, 20050, 20051]","['电扇 彩虹', '电池 欧姆', '书 幻梦', '羽毛球 拉丽', '自行车 闪电', '引力炸弹', '精准爆破', '风暴针刺', '全力滋水', '尖刺墙', '海浪冲击', '修建阵地']"
4020,"[""10028"",""20017"",""10034"",""20049"",""20032"",""20044"",""10032"",""10042"",""10021"",""20050"",""20048"",""10030""]",2,1,1,"[10021, 10028, 10030, 10032, 10034, 10042, 20017, 20032, 20044, 20048, 20049, 20050]","['铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '自行车 闪电', '剪刀 刺痛', '刀 藏锋', '精准爆破', '奋力滋水', '胡乱抓挠', '超电磁炮', '尖刺墙', '海浪冲击']"
4021,"[""10028"",""20017"",""20010"",""10042"",""20015"",""20050"",""20048"",""20026"",""20044"",""20042"",""20036"",""10027""]",1,0,1,"[10027, 10028, 10042, 20010, 20015, 20017, 20026, 20036, 20042, 20044, 20048, 20050]","['牛奶 银河', '羽毛球 拉丽', '刀 藏锋', '有丝分裂', '英勇祝福', '精准爆破', '风暴针刺', '巨雷枪', '协力攻击', '胡乱抓挠', '超电磁炮', '海浪冲击']"
4022,"[""10028"",""20017"",""20015"",""10042"",""10041"",""10043"",""20049"",""20026"",""20044"",""20048"",""10021"",""20050""]",3,2,1,"[10021, 10028, 10041, 10042, 10043, 20015, 20017, 20026, 20044, 20048, 20049, 20050]","['铅笔 追忆', '羽毛球 拉丽', '肥皂 滑滑', '刀 藏锋', '刀 百炼', '英勇祝福', '精准爆破', '风暴针刺', '胡乱抓挠', '超电磁炮', '尖刺墙', '海浪冲击']"
4023,"[""10028"",""20017"",""20024"",""20050"",""10023"",""20048"",""20016"",""10030"",""20044"",""20043"",""20013"",""10024""]",1,0,1,"[10023, 10024, 10028, 10030, 20013, 20016, 20017, 20024, 20043, 20044, 20048, 20050]","['牙膏 露洁', '书 幻梦', '羽毛球 拉丽', '鼠标 点点', '自制手雷', '引力炸弹', '精准爆破', '裂地斩', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '海浪冲击']"
4024,"[""10028"",""20017"",""20031"",""20038"",""10035"",""10011"",""20046"",""20026"",""20044"",""20048"",""20034"",""10010""]",1,0,1,"[10010, 10011, 10028, 10035, 20017, 20026, 20031, 20034, 20038, 20044, 20046, 20048]","['电吉他 和鸣', '纸巾 缠缠', '羽毛球 拉丽', '纯净水 浅浅', '精准爆破', '风暴针刺', '滋水', '补水计划', '飞砖', '胡乱抓挠', '重新出发', '超电磁炮']"
4025,"[""10028"",""20017"",""20037"",""10025"",""10035"",""20050"",""10017"",""20026"",""20044"",""20048"",""10037"",""20025""]",3,1,2,"[10017, 10025, 10028, 10035, 10037, 20017, 20025, 20026, 20037, 20044, 20048, 20050]","['电池 欧姆', '电池 伏特', '羽毛球 拉丽', '纯净水 浅浅', '红汽水 浅浅', '精准爆破', '修建工事', '风暴针刺', '投石支援', '胡乱抓挠', '超电磁炮', '海浪冲击']"
4026,"[""10028"",""20017"",""20041"",""20011"",""10010"",""10021"",""20016"",""10030"",""20046"",""20043"",""20010"",""20047""]",1,0,1,"[10010, 10021, 10028, 10030, 20010, 20011, 20016, 20017, 20041, 20043, 20046, 20047]","['电吉他 和鸣', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '有丝分裂', '魅惑', '引力炸弹', '精准爆破', '巨兽陷阱', '爆裂药瓶', '重新出发', '临摹']"
4027,"[""10028"",""20017"",""20041"",""20011"",""10015"",""10021"",""20016"",""10030"",""20046"",""20043"",""20010"",""20047""]",1,0,1,"[10015, 10021, 10028, 10030, 20010, 20011, 20016, 20017, 20041, 20043, 20046, 20047]","['留声机 回音', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '有丝分裂', '魅惑', '引力炸弹', '精准爆破', '巨兽陷阱', '爆裂药瓶', '重新出发', '临摹']"
4028,"[""10028"",""20017"",""20046"",""20038"",""20022"",""20037"",""10035"",""20026"",""20044"",""20048"",""10013"",""20031""]",2,1,1,"[10013, 10028, 10035, 20017, 20022, 20026, 20031, 20037, 20038, 20044, 20046, 20048]","['雨伞 守心', '羽毛球 拉丽', '纯净水 浅浅', '精准爆破', '蓄力', '风暴针刺', '滋水', '投石支援', '飞砖', '胡乱抓挠', '重新出发', '超电磁炮']"
4029,"[""10028"",""20017"",""20050"",""20026"",""20030"",""10026"",""20012"",""20048"",""20044"",""20042"",""20032"",""20043""]",2,0,2,"[10026, 10028, 20012, 20017, 20026, 20030, 20032, 20042, 20043, 20044, 20048, 20050]","['爆米花 米莉', '羽毛球 拉丽', '弹射锯片', '精准爆破', '风暴针刺', '雷枪', '奋力滋水', '协力攻击', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '海浪冲击']"
4030,"[""10028"",""20018"",""10026"",""10042"",""10041"",""10043"",""20016"",""20026"",""20044"",""20048"",""20042"",""20050""]",1,0,1,"[10026, 10028, 10041, 10042, 10043, 20016, 20018, 20026, 20042, 20044, 20048, 20050]","['爆米花 米莉', '羽毛球 拉丽', '肥皂 滑滑', '刀 藏锋', '刀 百炼', '引力炸弹', '引导', '风暴针刺', '协力攻击', '胡乱抓挠', '超电磁炮', '海浪冲击']"
4031,"[""10028"",""20018"",""10031"",""20047"",""10041"",""10024"",""10017"",""20026"",""10030"",""20048"",""20038"",""20050""]",2,2,0,"[10017, 10024, 10028, 10030, 10031, 10041, 20018, 20026, 20038, 20047, 20048, 20050]","['电池 欧姆', '书 幻梦', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '肥皂 滑滑', '引导', '风暴针刺', '飞砖', '临摹', '超电磁炮', '海浪冲击']"
4032,"[""10028"",""20018"",""10032"",""10042"",""10041"",""10043"",""20016"",""20026"",""20044"",""20048"",""10038"",""20050""]",1,0,1,"[10028, 10032, 10038, 10041, 10042, 10043, 20016, 20018, 20026, 20044, 20048, 20050]","['羽毛球 拉丽', '自行车 闪电', '红汽水 满满', '肥皂 滑滑', '刀 藏锋', '刀 百炼', '引力炸弹', '引导', '风暴针刺', '胡乱抓挠', '超电磁炮', '海浪冲击']"
4033,"[""10028"",""20018"",""10037"",""20050"",""10041"",""20043"",""20016"",""20026"",""20044"",""20048"",""10038"",""10035""]",2,1,1,"[10028, 10035, 10037, 10038, 10041, 20016, 20018, 20026, 20043, 20044, 20048, 20050]","['羽毛球 拉丽', '纯净水 浅浅', '红汽水 浅浅', '红汽水 满满', '肥皂 滑滑', '引力炸弹', '引导', '风暴针刺', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '海浪冲击']"
4034,"[""10028"",""20018"",""20026"",""10016"",""20036"",""20049"",""20048"",""20034"",""20044"",""20050"",""20051"",""20043""]",3,2,1,"[10016, 10028, 20018, 20026, 20034, 20036, 20043, 20044, 20048, 20049, 20050, 20051]","['电扇 彩虹', '羽毛球 拉丽', '引导', '风暴针刺', '补水计划', '巨雷枪', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '尖刺墙', '海浪冲击', '修建阵地']"
4035,"[""10028"",""20018"",""20026"",""10027"",""20036"",""10015"",""20048"",""20034"",""20044"",""20016"",""10022"",""20043""]",1,0,1,"[10015, 10022, 10027, 10028, 20016, 20018, 20026, 20034, 20036, 20043, 20044, 20048]","['留声机 回音', '橡皮 忘怀', '牛奶 银河', '羽毛球 拉丽', '引力炸弹', '引导', '风暴针刺', '补水计划', '巨雷枪', '爆裂药瓶', '胡乱抓挠', '超电磁炮']"
4036,"[""10028"",""20019"",""10034"",""10042"",""10017"",""10043"",""10012"",""20026"",""20044"",""20048"",""10030"",""20042""]",2,2,0,"[10012, 10017, 10028, 10030, 10034, 10042, 10043, 20019, 20026, 20042, 20044, 20048]","['摩托 赤狸', '电池 欧姆', '羽毛球 拉丽', '鼠标 点点', '剪刀 刺痛', '刀 藏锋', '刀 百炼', '变大！', '风暴针刺', '协力攻击', '胡乱抓挠', '超电磁炮']"
4037,"[""10028"",""20019"",""10045"",""20043"",""20032"",""20042"",""20036"",""20026"",""10025"",""20048"",""10030"",""20050""]",2,1,1,"[10025, 10028, 10030, 10045, 20019, 20026, 20032, 20036, 20042, 20043, 20048, 20050]","['电池 伏特', '羽毛球 拉丽', '鼠标 点点', '盔甲 怀抱', '变大！', '风暴针刺', '奋力滋水', '巨雷枪', '协力攻击', '爆裂药瓶', '超电磁炮', '海浪冲击']"
